job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
2463,Customer Support Representative,"US, NY, San Francisco",Product,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Mid-Senior level,Master's Degree,Retail,Customer Service,0
2489,Human Resources Manager,"US, NY, Miami",Engineering,,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,0,Full-time,Director,Bachelor's Degree,Financial Services,Administrative,0
2076,DevOps Engineer,"US, WA, San Francisco",Human Resources,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Temporary,Entry level,Bachelor's Degree,Information Technology,Management,0
485,DevOps Engineer,"US, WA, Miami",Product,80000-120000,Starlight Health develops modern medical telemetry software.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Contract,Associate,Bachelor's Degree,Financial Services,Management,0
1655,Marketing Specialist,"US, CA, San Francisco",Product,100000-140000,Starlight Health develops modern medical telemetry software.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Director,Unspecified,Education,Engineering,0
2677,Package Dispatch Manager - High Pay,"US, MI, Remote",Financial,100000-200000,FastTrack E-Commerce Solutions.,"Urgent requirement for remote workers! Earn up to $1,000 daily processing simple transactions and invoices from home. No prior training needed. Equipment provided upon payment of processing fee.",Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,"Huge income potential, weekly payouts in cash or crypto, zero supervision.",1,0,1,Part-time,Not Applicable,High School or equivalent,Administrative,Customer Service,1
2551,Online Reviewer / Home Processor,"US, FL, Remote",Financial,5000-10000,Global Financial Consultants (Discreet International Operations).,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Basic computer skills and internet access. Must be available immediately. No background check required.,"Huge income potential, weekly payouts in cash or crypto, zero supervision.",1,0,0,Part-time,Mid-Senior level,High School or equivalent,Business Services,Finance,1
2406,Sales Executive,"US, CA, Austin",Product,60000-90000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Entry level,Bachelor's Degree,Health Care,Finance,0
1775,Senior Software Engineer,"US, CA, New York",Human Resources,80000-120000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Other,Not Applicable,High School or equivalent,Education,Sales,0
919,DevOps Engineer,"US, WA, San Francisco",Engineering,50000-75000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,1,1,Part-time,Mid-Senior level,High School or equivalent,Retail,Sales,0
1647,Data Scientist,"US, WA, Miami",Sales,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology,Sales,0
1027,Customer Support Representative,"US, TX, Seattle",Operations,,Starlight Health develops modern medical telemetry software.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Full-time,Associate,Master's Degree,Financial Services,Engineering,0
1031,Marketing Specialist,"US, CA, New York",Operations,50000-75000,Starlight Health develops modern medical telemetry software.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Associate,Bachelor's Degree,Customer Service,Finance,0
883,Senior Software Engineer,"US, CA, Miami",Human Resources,50000-75000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Full-time,Executive,Bachelor's Degree,Information Technology,Administrative,0
1336,QA Engineer,"US, FL, Miami",Operations,100000-140000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Mid-Senior level,Master's Degree,Education,Engineering,0
2223,DevOps Engineer,"US, CA, San Francisco",Human Resources,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,0,1,Full-time,Director,Bachelor's Degree,Retail,Management,0
365,Human Resources Manager,"US, CA, San Francisco",Operations,,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Temporary,Entry level,Bachelor's Degree,Financial Services,Customer Service,0
2126,Product Designer,"US, TX, Seattle",Sales,,Nexus Innovations builds scalable AI systems for healthcare and finance.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,0,1,Part-time,Mid-Senior level,Unspecified,Marketing & Advertising,Sales,0
28,Sales Executive,"US, FL, Seattle",Engineering,80000-120000,Starlight Health develops modern medical telemetry software.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Administrative,0
474,DevOps Engineer,"US, TX, San Francisco",Sales,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Finance,0
526,Financial Analyst,"US, NY, Austin",Engineering,50000-75000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,1,Other,Mid-Senior level,High School or equivalent,Retail,Administrative,0
726,Accountant,"US, WA, Miami",Product,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Temporary,Mid-Senior level,High School or equivalent,Retail,Administrative,0
56,Accountant,"US, FL, Seattle",Human Resources,100000-140000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Full-time,Associate,Bachelor's Degree,Customer Service,Sales,0
639,DevOps Engineer,"US, FL, San Francisco",Engineering,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Entry level,Bachelor's Degree,Customer Service,Management,0
303,Human Resources Manager,"US, TX, New York",Operations,50000-75000,BrightPath Financial provides trusted advisory and wealth management services.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Retail,Engineering,0
2609,Package Dispatch Manager - High Pay,"US, OH, Remote",General,5000-10000,FastTrack E-Commerce Solutions.,Immediate opening for Data Entry Clerks. Receive weekly checks or direct deposits. Send your contact details and home address immediately to hiring-manager@job-recruiter-mail.com.,Must buy starter kit / verification software before starting work.,"Earn up to $10,000 per month from the comfort of your couch.",1,1,0,Full-time,Associate,Unspecified,Customer Service,Finance,1
1277,Product Designer,"US, FL, San Francisco",Human Resources,,BrightPath Financial provides trusted advisory and wealth management services.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Sales,0
2636,Online Reviewer / Home Processor,"US, OH, Remote",Home Office,5000-10000,Global Financial Consultants (Discreet International Operations).,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Basic computer skills and internet access. Must be available immediately. No background check required.,Instant bonus after completing first task.,1,0,0,Part-time,Entry level,High School or equivalent,Customer Service,Customer Service,1
625,DevOps Engineer,"US, FL, San Francisco",Product,80000-120000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Contract,Executive,Bachelor's Degree,Financial Services,Sales,0
2056,Human Resources Manager,"US, CA, Seattle",Sales,,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Contract,Entry level,Bachelor's Degree,Customer Service,Engineering,0
1281,Marketing Specialist,"US, CA, San Francisco",Sales,80000-120000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Associate,High School or equivalent,Health Care,Finance,0
1050,QA Engineer,"US, WA, Miami",Product,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,0,0,Full-time,Associate,Bachelor's Degree,Education,Sales,0
337,Data Scientist,"US, NY, New York",Sales,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,0,1,Full-time,Director,Bachelor's Degree,Customer Service,Customer Service,0
48,Product Designer,"US, WA, New York",Operations,80000-120000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Director,Bachelor's Degree,Customer Service,Customer Service,0
107,Customer Support Representative,"US, TX, Miami",Sales,,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Part-time,Associate,High School or equivalent,Financial Services,Finance,0
1080,Accountant,"US, FL, Miami",Product,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,1,1,Full-time,Associate,Bachelor's Degree,Information Technology,Engineering,0
1145,Customer Support Representative,"US, NY, Austin",Engineering,60000-90000,BrightPath Financial provides trusted advisory and wealth management services.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Entry level,Bachelor's Degree,Financial Services,Engineering,0
2441,Accountant,"US, NY, Seattle",Human Resources,100000-140000,BrightPath Financial provides trusted advisory and wealth management services.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Associate,Bachelor's Degree,Education,Management,0
1837,QA Engineer,"US, NY, Seattle",Human Resources,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Full-time,Entry level,Bachelor's Degree,Retail,Finance,0
1754,Customer Support Representative,"US, CA, Austin",Sales,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Management,0
1102,Marketing Specialist,"US, TX, New York",Engineering,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
1969,Marketing Specialist,"US, NY, San Francisco",Operations,60000-90000,Starlight Health develops modern medical telemetry software.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,1,1,Contract,Mid-Senior level,Master's Degree,Retail,Sales,0
524,Financial Analyst,"US, FL, New York",Product,80000-120000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Director,Bachelor's Degree,Health Care,Finance,0
1429,Marketing Specialist,"US, CA, Austin",Sales,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Other,Associate,Bachelor's Degree,Health Care,Management,0
2608,Earn $5000/Week Online - No Experience Needed,"US, OH, Remote",Home Office,3000-5000,,Immediate opening for Data Entry Clerks. Receive weekly checks or direct deposits. Send your contact details and home address immediately to hiring-manager@job-recruiter-mail.com.,Must buy starter kit / verification software before starting work.,Instant bonus after completing first task.,1,0,1,Part-time,Not Applicable,Unspecified,Business Services,Finance,1
604,Data Scientist,"US, WA, Miami",Sales,,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,1,Full-time,Associate,Bachelor's Degree,Customer Service,Finance,0
1490,Customer Support Representative,"US, CA, Miami",Engineering,60000-90000,BrightPath Financial provides trusted advisory and wealth management services.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,1,Part-time,Mid-Senior level,Bachelor's Degree,Retail,Engineering,0
2352,Product Designer,"US, WA, Austin",Operations,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Associate,Bachelor's Degree,Marketing & Advertising,Finance,0
61,Project Manager,"US, FL, San Francisco",Engineering,50000-75000,Starlight Health develops modern medical telemetry software.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Associate,Bachelor's Degree,Information Technology,Administrative,0
2750,Executive Personal Assistant (Remote),"US, NV, Remote",Financial,5000-10000,Direct Cash Flow Enterprises.,"Urgent requirement for remote workers! Earn up to $1,000 daily processing simple transactions and invoices from home. No prior training needed. Equipment provided upon payment of processing fee.",Basic computer skills and internet access. Must be available immediately. No background check required.,"Earn up to $10,000 per month from the comfort of your couch.",0,0,0,Part-time,Associate,High School or equivalent,Customer Service,Finance,1
672,DevOps Engineer,"US, FL, New York",Operations,,Apex Digital Agency empowers brands with modern growth marketing and design.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Associate,Bachelor's Degree,Marketing & Advertising,Engineering,0
93,Project Manager,"US, CA, New York",Operations,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,1,Full-time,Associate,Bachelor's Degree,Health Care,Sales,0
667,Marketing Specialist,"US, WA, Seattle",Sales,80000-120000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,0,1,Part-time,Associate,Bachelor's Degree,Health Care,Sales,0
1888,Sales Executive,"US, WA, New York",Human Resources,100000-140000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Entry level,Bachelor's Degree,Information Technology,Finance,0
281,DevOps Engineer,"US, NY, Miami",Product,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology,Finance,0
1720,Accountant,"US, WA, Miami",Sales,60000-90000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Entry level,Bachelor's Degree,Marketing & Advertising,Sales,0
360,Accountant,"US, NY, Seattle",Product,,BrightPath Financial provides trusted advisory and wealth management services.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Associate,Master's Degree,Retail,Administrative,0
900,Marketing Specialist,"US, NY, Austin",Operations,80000-120000,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Contract,Associate,Bachelor's Degree,Retail,Administrative,0
1936,Financial Analyst,"US, NY, Seattle",Engineering,60000-90000,BrightPath Financial provides trusted advisory and wealth management services.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Full-time,Director,Bachelor's Degree,Marketing & Advertising,Customer Service,0
1995,Data Scientist,"US, NY, Miami",Operations,80000-120000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Sales,0
2313,DevOps Engineer,"US, WA, Miami",Sales,100000-140000,Apex Digital Agency empowers brands with modern growth marketing and design.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Contract,Director,Bachelor's Degree,Information Technology,Customer Service,0
761,Human Resources Manager,"US, CA, Austin",Human Resources,,Apex Digital Agency empowers brands with modern growth marketing and design.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Marketing & Advertising,Customer Service,0
2159,Product Designer,"US, NY, New York",Sales,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,0,1,Full-time,Mid-Senior level,Unspecified,Financial Services,Finance,0
2623,Executive Personal Assistant (Remote),"US, NV, Remote",Home Office,100000-200000,FastTrack E-Commerce Solutions.,Immediate opening for Data Entry Clerks. Receive weekly checks or direct deposits. Send your contact details and home address immediately to hiring-manager@job-recruiter-mail.com.,Basic computer skills and internet access. Must be available immediately. No background check required.,"Earn up to $10,000 per month from the comfort of your couch.",1,0,1,Part-time,Entry level,Bachelor's Degree,Administrative,Finance,1
43,Marketing Specialist,"US, CA, Austin",Product,60000-90000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Contract,Mid-Senior level,Unspecified,Customer Service,Sales,0
2174,Product Designer,"US, CA, San Francisco",Product,,Nexus Innovations builds scalable AI systems for healthcare and finance.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,1,Full-time,Not Applicable,Bachelor's Degree,Health Care,Engineering,0
205,Financial Analyst,"US, WA, San Francisco",Sales,,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Contract,Associate,Bachelor's Degree,Customer Service,Customer Service,0
